Name	Family	Origin	Length
ISAav4	IS3	Acidovorax avenae	1308
ISAba125	IS30	Acinetobacter baumannii	1087
ISAba14	IS3	Acinetobacter baumannii	1282
ISAba18	IS3	Acinetobacter baumannii	1309
ISAba19	IS3	Acinetobacter baumannii	1309
ISAba2	IS3	Acinetobacter baumannii	1308
ISAba20	IS3	Acinetobacter baumannii	1199
ISAba21	IS3	Acinetobacter baumannii	1274
ISAba22	IS3	Acinetobacter baumannii	1274
ISAba29	IS3	Acinetobacter baumannii	1309
ISAba34	IS3	Acinetobacter baumannii	1309
ISAba45	IS3	Acinetobacter baumannii	1461
ISAba57	IS3	Acinetobacter baumannii	1201
ISAbe12	IS3	Acinetobacter bereziniae	1236
ISAbe16	IS3	Acinetobacter bereziniae	1426
ISAbe17	IS3	Acinetobacter bereziniae	1313
ISAbe6	IS3	Acinetobacter bereziniae	1197
ISAbe8	IS30	Acinetobacter bereziniae	1077
ISAbo1	IS3	Alcanivorax borkumensis	1229
ISAca1	IS3	Acinetobacter calcoaceticus	1186
ISAcl1	IS30	Arthrobacter chlorophenolicus	1341
ISAcl2	IS3	Arthrobacter chlorophenolicus	1243
ISAcma13	IS3	Acaryochloris marina	1263
ISAcp4	IS3	Acidobacterium capsulatum	1279
ISAcsp12	IS3	Acinetobacter sp.	1274
ISAcsp3	IS3	Acinetobacter sp.	1237
ISAcsp5	IS3	Acinetobacter sp.	1288
ISAde3	IS3	Anaeromyxobacter dehalogenans	1183
ISAde4	IS3	Anaeromyxobacter dehalogenans	1183
ISAeca1	IS30	Aeromonas caviae	1091
ISAeca4	IS3	Aeromonas caviae	1235
ISAeca6	IS3	Aeromonas caviae	1198
ISAeme18	IS30	Aeromonas media	1075
ISAeme20	IS3	Aeromonas media	1264
ISAeme6	IS3	Aeromonas media	1198
ISAfe17	IS3	Acidithiobacillus ferrivorans	1334
ISAfe5	IS3	Acidithiobacillus ferrooxidans	1658
ISAfe7	IS3	Acidithiobacillus ferrooxidans	1329
ISAhy3	IS30	Aeromonas hydrophila	1221
ISAisp2	IS3	Acidovorax sp.	1241
ISAlg	IS3	Vibrio cholerae	1258
ISAli4	IS3	Azospirillum lipoferum	1324
ISAli5	IS3	Azospirillum lipoferum	1266
ISAlw23	IS3	Acinetobacter lwoffii	1308
ISAlw26	IS3	Acinetobacter lwoffii	1238
ISAlw27	IS3	Acinetobacter lwoffii	1282
ISAlw28	IS3	Acinetobacter lwoffii	1184
ISAlw33	IS30	Acinetobacter lwoffii	1071
ISAlw4	IS3	Acinetobacter lwoffii	1309
ISAlw5	IS3	Acinetobacter lwoffii	1309
ISAlw6	IS3	Acinetobacter lwoffii	1200
ISAma1	IS3	Alteromonas macleodii	1261
ISAma2	IS3	Alteromonas macleodii	1192
ISAnsp11	IS3	Anaeromyxobacter sp.	1510
ISAnsp8	IS3	Anaeromyxobacter sp.	1225
ISApl1	IS30	Actinobacillus pleuropneumoniae	1070
ISApl2	IS3	Actinobacillus pleuropneumoniae	1418
ISApl3	IS3	Actinobacillus pleuropneumoniae	1418
ISApr1	IS3	Alpha proteobacterium	1260
ISArsp13	IS3	Arthrobacter sp.	1442
ISArsp15	IS30	Arthrobacter sp.	1862
ISAs10	IS30	Aeromonas salmonicida	1221
ISAs17	IS3	Aeromonas salmonicida	1333
ISAs2	IS30	Aeromonas salmonicida	1084
ISAs20	IS3	Aeromonas salmonicida	1674
ISAs22	IS3	Aeromonas salmonicida	1198
ISAs31	IS3	Aeromonas salmonicida	1322
ISAs32	IS3	Aeromonas salmonicida	1232
ISAs33	IS3	Aeromonas salmonicida	1239
ISAs5	IS3	Aeromonas salmonicida	1233
ISAs6	IS3	Aeromonas salmonicida	NA
ISAs7	IS3	Aeromonas salmonicida	1232
ISAs9	IS3	Aeromonas salmonicida	1626
ISAtu3	IS3	Agrobacterium tumefaciens	1597
ISAtu4	IS3	Agrobacterium tumefaciens	1241
ISAtu5	IS3	Agrobacterium tumefaciens	1271
ISAve3	IS3	Aeromonas veronii	1333
ISAve4	IS3	Aeromonas veronii	1239
ISAzo10	IS3	Azoarcus sp.	1669
ISAzo18	IS3	Azoarcus sp.	1471
ISAzs23	IS3	Azospirillum sp.	1596
ISAzs24	IS3	Azospirillum sp.	1325
ISAzs27	IS30	Azospirillum sp.	1270
ISAzs33	IS3	Azospirillum sp.	1265
ISAzsp1	IS3	Azotobacter sp.	1309
ISAzvi9	IS3	Azotobacter vinelandii	1246
ISBad2	IS3	Bifidobacterium adolescentis	1470
ISBam1	IS3	Burkholderia ambifaria	1448
ISBam2	IS3	Burkholderia ambifaria	1110
ISBce13	IS3	Bacillus cereus	1253
ISBce14	IS3	Bacillus cereus	1457
ISBce15	IS3	Bacillus cereus	1447
ISBce18	IS3	Bacillus cereus	1450
ISBce19	IS3	Bacillus cereus	1445
ISBcen10	IS3	Burkholderia cenocepacia	1447
ISBcen15	IS3	Burkholderia cenocepacia	1239
ISBcen16	IS3	Burkholderia cenocepacia	1478
ISBcen17	IS3	Burkholderia cenocepacia	1734
ISBcen21	IS3	Burkholderia cenocepacia	1231
ISBcen22	IS3	Burkholderia cenocepacia	1202
ISBcen23	IS3	Burkholderia cenocepacia	1195
ISBcen6	IS3	Burkholderia cenocepacia	1335
ISBcen7	IS3	Burkholderia cenocepacia	1312
ISBcen9	IS3	Burkholderia cenocepacia	1439
ISBj20	IS3	Bradyrhizobium japonicum	1268
ISBj3	IS3	Bradyrhizobium japonicum	1284
ISBli10	IS3	Brevibacterium linens	1528
ISBli17	IS3	Brevibacterium linens	1293
ISBli25	IS3	Brevibacterium linens	1328
ISBli26	IS3	Brevibacterium linens	1315
ISBli28	IS3	Brevibacterium linens	1350
ISBli32	IS3	Brevibacterium linens	1596
ISBli33	IS3	Brevibacterium linens	1276
ISBli34	IS3	Brevibacterium linens	1595
ISBli35	IS3	Brevibacterium linens	1296
ISBlma4	IS3	Blastopirellula marina	1307
ISBlma5	IS3	Blastopirellula marina	1296
ISBlo10	IS3	Bifidobacterium longum	1339
ISBlo11	IS3	Bifidobacterium longum	1432
ISBlo3	IS3	Bifidobacterium longum	1480
ISBlo4	IS30	Bifidobacterium longum	1399
ISBlo7	IS30	Bifidobacterium longum	1272
ISBlo9	IS3	Bifidobacterium longum	1220
ISBm2	IS3	Brucella melitensis	1274
ISBmu11	IS3	Burkholderia multivorans	1626
ISBmu5	IS3	Burkholderia multivorans	1447
ISBmu6	IS3	Burkholderia multivorans	1145
ISBope1	IS3	Bordetella petrii	1458
ISBp1	IS3	Burkholderia pseudomallei	1214
ISBph1	IS3	Burkholderia phymatum	1290
ISBps1	IS3	Burkholderia pseudomallei	1290
ISBps2	IS3	Burkholderia pseudomallei	1233
ISBrsa1	IS3	Brenneria salicis	1249
ISBrsp1	IS3	Bradyrhizobium sp.	1218
ISBsp2	IS3	Bacillus sp.	1459
ISBsp3	IS3	Bacillus sp.	1500
ISBsu1	IS3	Bacillus subtilis	1289
ISBt1	IS3	Bacillus thuringiensis	999
ISBt2	IS3	Bacillus thuringiensis	1293
ISBt3	IS3	Burkholderia thailandensis	1318
ISBth1	IS3	Bacillus thuringiensis	999
ISBth10	IS3	Bacillus thuringiensis	1434
ISBth167	IS3	Bacillus thuringiensis	1455
ISBth8	IS3	Bacillus thuringiensis	1288
ISBugl1	IS3	Burkholderia glumae	1336
ISButh1	IS3	Burkholderia thailandensis	1330
ISButh2	IS3	Burkholderia thailandensis	1336
ISBvi3	IS3	Burkholderia vietnamiensis	1282
ISBvi4	IS3	Burkholderia vietnamiensis	1268
ISBvi7	IS3	Burkholderia vietnamiensis	1177
ISBxe1	IS3	Burkholderia xenovorans	1282
ISBxe2	IS3	Burkholderia xenovorans	1287
ISC1041	IS30	Sulfolobus solfataricus	1038
ISCARN101	IS3	Metagenomic data	1672
ISCARN105	IS3	Metagenomic data	1654
ISCARN114	IS30	Metagenomic data	1063
ISCARN116	IS3	Metagenomic data	1260
ISCARN46	IS3	Metagenomic data	1254
ISCARN54	IS3	Metagenomic data	1624
ISCARN60	IS3	Metagenomic data	1257
ISCARN64	IS3	Metagenomic data	1258
ISCARN81	IS3	Metagenomic data	1406
ISCARN86	IS3	Metagenomic data	1289
ISCausp1	IS3	Caulobacter sp.	1262
ISCb3	IS3	Clostridium beijerincki	1246
ISCb4	IS3	Clostridium beijerinckii	1458
ISCc3	IS3	Caulobacter crescentus	1514
ISCce3	IS3	Clostridium cellulolyticum	1289
ISCce4	IS3	Clostridium cellulolyticum	1289
ISCfr25	IS3	Citrobacter freundii	1260
ISCfr4	IS30	Citrobacter freundii	1253
ISCfr6	IS3	Citrobacter freundii	1258
ISCg2	IS30	Corynebacterium glutamicum	1636
ISClsp1	IS3	Clostridium sp.	1222
ISClte1	IS3	Clostridium tetani	1466
ISCmi3	IS30	Clavibacter michiganensis	1459
ISCod1	IS3	Corynebacterium diphtheriae	1438
ISCpe6	IS3	Clostridium perfringens	1457
ISCpr2	IS3	Candidatus Protochlamydia	1299
ISCps2	IS3	Colwellia psychrerythraea	1248
ISCps3	IS3	Colwellia psychrerythraea	1269
ISCps9	IS3	Colwellia psychrerythraea	1279
ISCrsa1	IS3	Cronobacter sakazakii	1613
ISCte2	IS3	Comamonas testosteroni	1301
ISCte3	IS3	Comamonas testosteroni	1203
ISCth2	IS30	Clostridium thermocellum	1224
ISCth3	IS30	Clostridium thermocellum	1386
ISCysp23	IS3	Cyanothece sp.	1283
ISD1	IS3	Desulfovibrio vulgaris	1
ISDac1	IS3	Desulfuromonas acetoxidans	1239
ISDba1	IS3	Desulfomicrobium baculatum	1207
ISDde2	IS3	Desulfovibrio desulfuricans	1318
ISDde3	IS3	Desulfovibrio desulfuricans	1278
ISDde4	IS3	Desulfovibrio desulfuricans	1189
ISDds1	IS3	Deinococcus deserti	1248
ISDet2	IS3	Dehalococcoides ethenogenes	1417
ISDet3	IS3	Dehalococcoides mccartyi	1210
ISDha6	IS3	Desulfitobacterium hafniense	1333
ISDha7	IS3	Desulfitobacterium hafniense	1499
ISDpr3	IS3	delta proteobacterium	1224
ISDps1	IS3	Desulfotalea psychrophila	1241
ISDsh1	IS3	Dinoroseobacter shibae	1326
ISDsh2	IS3	Dinoroseobacter shibae	1203
ISDsp1	IS3	Dehalococcoides sp.	1210
ISDsp2	IS3	Dehalococcoides sp.	1210
ISDsp4	IS3	Dehalococcoides sp.	1305
ISDsp5	IS3	Dehalococcoides sp.	1210
ISDvu2	IS3	Desulfovibrio vulgaris	1311
ISDvu3	IS3	Desulfovibrio vulgaris	1208
ISEae2	IS3	Enterobacter aerogenes	1332
ISEal1	IS3	Escherichia albertii	1245
ISEam1	IS3	Erwinia amylovora	1230
ISEc14	IS3	Escherichia coli	1271
ISEc15	IS3	Escherichia coli	1230
ISEc16	IS3	Escherichia coli	1244
ISEc17	IS3	Escherichia coli	1258
ISEc24	IS3	Escherichia coli	1230
ISEc25	IS3	Escherichia coli	1310
ISEc27	IS3	Escherichia coli	1321
ISEc31	IS3	Escherichia coli	1258
ISEc36	IS3	Escherichia coli	1321
ISEc48	IS3	Escherichia coli	1336
ISEc52	IS3	Escherichia coli	1250
ISEc86	IS3	Escherichia coli	1420
ISEca11	IS3	Erwinia carotovora	1211
ISEcB1	IS3	Escherichia coli	1441
ISEch12	IS3	Dickeya dadantii	1211
ISEch14	IS3	Dickeya dadantii	1666
ISEch2	IS3	Dickeya dadantii	1444
ISEch7	IS30	Dickeya dadantii	1245
ISEcl1	IS3	Enterobacter cloacae	1336
ISEcl10	IS3	Enterobacter cloacae	1207
ISEcl11	IS30	Enterobacter cloacae	1077
ISEfa10	IS3	Enterococcus faecium	1561
ISEfa8	IS3	Enterococcus faecium	1366
ISEfa9	IS3	Enterococcus faecium	1366
ISEhe3	IS3	Pantoea agglomerans	1229
ISEhe4	IS3	Erwinia herbicola	1221
ISEli1	IS3	Erythrobacter litoralis	1270
ISElsp1	IS3	Elizabethkingia sp.	1348
ISEnfa3	IS3	Enterococcus faecium	1416
ISEnfa364	IS30	Enterococcus faecalis	1056
ISEnfa5	IS3	Enterococcus faecalis	1686
ISErh1	IS3	Erysipelothrix rhusiopathiae	1280
ISErh2	IS30	Erysipelothrix rhusiopathiae	1031
ISErh4	IS30	Erysipelothrix rhusiopathiae	1032
ISErh6	IS3	Erysipelothrix rhusiopathiae	1240
ISFjo2	IS3	Flavobacterium johnsoniae	1567
ISFnu6	IS3	Fusobacterium nucleatum	1444
ISFnu8	IS3	Fusobacterium nucleatum	1446
ISFop4	IS3	Francisella opportunistica	1266
ISFsp8	IS3	Frankia sp.	1297
ISFw4	IS30	Allofrancisella guangzhouensis	1046
ISGau1	IS3	Gemmatimonas aurantiaca	1276
ISGau2	IS3	Gemmatimonas aurantiaca	1197
ISGau3	IS3	Gemmatimonas aurantiaca	1253
ISGau4	IS3	Gemmatimonas aurantiaca	1210
ISGau8	IS30	Gemmatimonas aurantiaca	1364
ISGbe1	IS3	Granulibacter bethesdensis	1269
ISGbe2	IS3	Granulibacter bethesdensis	1352
ISGdi11	IS3	Gluconacetobacter diazotrophicus	1200
ISGdi14	IS3	Gluconacetobacter diazotrophicus	1318
ISGlo1	IS3	Geobacter lovleyi	1259
ISGlo6	IS3	Geobacter lovleyi	1269
ISGme7	IS3	Geobacter metallireducens	1305
ISGmo1	IS3	Gulosibacter molinativorax	1287
ISGpr1	IS3	Marine gamma	1232
ISGpr2	IS3	Gamma proteobacterium	1229
ISGpr3	IS3	Marine gamma	1230
ISGsu7	IS3	Geobacter sulfurreducens	1351
ISGur10	IS3	Geobacter uraniumreducens	2157
ISGur5	IS3	Geobacter uraniireducens	1760
ISGur6	IS3	Geobacter uraniireducens	1667
ISGvi5	IS3	Gloeobacter violaceus	1287
ISGxy1	IS3	Gluconacetobacter xylinus	1313
ISHaha3	IS3	Halobacillus halophilus	1437
ISHaha4	IS3	Halobacillus halophilus	1271
ISHahy10	IS30	Halanaerobium hydrogeniformans	1220
ISHahy11	IS30	Halanaerobium hydrogeniformans	1220
ISHahy2	IS3	Halanaerobium hydrogeniformans	1212
ISHahy3	IS3	Halanaerobium hydrogeniformans	1360
ISHahy4	IS3	Halanaerobium hydrogeniformans	1411
ISHahy5	IS3	Halanaerobium hydrogeniformans	1227
ISHahy8	IS30	Halanaerobium hydrogeniformans	1246
ISHahy9	IS30	Halanaerobium hydrogeniformans	1217
ISHar1	IS3	Herminiimonas arsenicoxydans	1450
ISHar2	IS3	Herminiimonas arsenicoxydans	1249
ISHar4	IS30	Herminiimonas arsenicoxydans	1253
ISHar5	IS30	Herminiimonas arsenicoxydans	1253
ISHar7	IS3	Herminiimonas arsenicoxydans	982
ISHha1	IS3	Halorhodospira halophila	1264
ISHin1	IS3	Haemophilus influenzae	1412
ISHne1	IS3	Hyphomonas neptunium	1324
ISHor1	IS3	Halothermothrix orenii	1275
ISIba1	IS3	Idiomarina baltica	1197
ISIba2	IS3	Idiomarina baltica	1197
ISIlo12	IS3	Idiomarina loihiensis	1223
ISJsp1	IS3	Janthinobacterium sp.	1312
ISKol4	IS3	Kosmotoga olearia	1474
ISKol7	IS3	Kosmotoga olearia	1223
ISKol9	IS3	Kosmotoga olearia	1416
ISKpn1	IS3	Klebsiella pneumoniae	1445
ISKpn10	IS3	Klebsiella pneumoniae	1198
ISKpn11	IS3	Klebsiella pneumoniae	1290
ISKpn18	IS3	Klebsiella pneumoniae	1303
ISKpn20	IS3	Klebsiella pneumoniae	1196
ISKpn34	IS3	Klebsiella pneumoniae	1221
ISKpn37	IS3	Klebsiella pneumoniae	1253
ISKpn38	IS3	Klebsiella pneumoniae	1598
ISKpn40	IS3	Klebsiella pneumoniae	1213
ISKpn52	IS3	Klebsiella pneumoniae	1226
ISKpn53	IS3	Klebsiella pneumoniae	946
ISKpn54	IS3	Klebsiella pneumoniae	1211
ISKpn8	IS3	Klebsiella pneumoniae	1443
ISL1	IS3	Lactobacillus casei	1257
ISL6	IS3	Lactobacillus delbrueckii	1458
ISL7	IS30	Lactobacillus delbrueckii	1239
ISLad1	IS3	Leclercia adecarboxylata	1249
ISLbi2	IS30	Leptospira biflexa	1062
ISLbl1	IS3	Leeuwenhoekiella blandensis	1435
ISLbl2	IS3	Leeuwenhoekiella blandensis	1216
ISLca1	IS3	Lactobacillus casei	1613
ISLdl3	IS30	Lactobacillus delbrueckii	1208
ISLga1	IS30	Lactobacillus gasseri	1179
ISLgar1	IS3	Lactococcus garvieae	1431
ISLhe30	IS30	Lactobacillus helveticus	1025
ISLhe6	IS3	Lactobacillus helveticus	1305
ISLhe61	IS3	Lactobacillus helveticus	1468
ISLin2	IS3	Leptospira interrogans	1236
ISLjo1	IS30	Lactobacillus johnsonii	1187
ISLla3	IS3	Lactococcus lactis	1484
ISLmo1	IS3	Listeria monocytogenes	1228
ISLmo11	IS3	Listeria monocytogenes	1513
ISLmo5	IS3	Listeria monocytogenes	1286
ISLmo6	IS30	Listeria monocytogenes	1056
ISLmo8	IS3	Listeria monocytogenes	1257
ISLmo9	IS3	Listeria monocytogenes	1473
ISLpl1	IS30	Lactobacillus plantarum	1043
ISLpl2	IS3	Lactobacillus plantarum	1491
ISLpn7	IS3	Legionella pneumophila	1269
ISLpn8	IS3	Legionella pneumophila	1199
ISLsa1	IS30	Lactobacillus sakei	1035
ISLsa2	IS3	Lactobacillus sakei	1454
ISLse1	IS3	Listeria seeligeri	1506
ISLse2	IS3	Listeria seeligeri	1247
ISLse3	IS3	Listeria seeligeri	1265
ISLtaq1	IS3	Thermus aquaticus	1187
ISLve1	IS3	Loktanella vestfoldensis	1231
ISLxc3	IS30	Leifsonia xyli	1511
ISLxc4	IS30	Leifsonia xyli	1311
ISLxx5	IS30	Leifsonia xyli	1495
ISMae39	IS30	Microcystis aeruginosa	1092
ISMag1	IS30	Mycoplasma agalactiae	1515
ISMamg1	IS3	Magnetospirillum magneticum	1256
ISMamg2	IS3	Magnetospirillum magneticum	1486
ISMaq1	IS3	Marinobacter aquaeolei	1194
ISMaq2	IS3	Marinobacter aquaeolei	1321
ISMasp3	IS3	Magnetococcus sp.	1258
ISMbov1	IS30	Mycoplasma bovis	1521
ISMbov4	IS3	Mycoplasma bovis	1340
ISMbov6	IS30	Mycoplasma bovis	1415
ISMca2	IS3	Methylococcus capsulatus	1308
ISMca3	IS3	Methylococcus capsulatus	1322
ISMca4	IS3	Methylococcus capsulatus	1197
ISMch1	IS3	Methylobacterium chloromethanicum	1294
ISMch3	IS3	Methylobacterium chloromethanicum	1510
ISMch5	IS3	Methylobacterium chloromethanicum	1240
ISMco1	IS3	Methanosaeta concilii	1296
ISMdi16	IS3	Methylobacterium dichloromethanicum	1271
ISMdi25	IS30	Methylobacterium dichloromethanicum	1601
ISMdi3	IS3	Methylobacterium dichloromethanicum	1246
ISMdi5	IS3	Methylobacterium dichloromethanicum	1279
ISMesi1	IS3	Meiothermus silvanus	1234
ISMex1	IS3	Methylobacterium extorquens	1200
ISMex11	IS3	Methylobacterium extorquens	1227
ISMex16	IS3	Methylobacterium extorquens	1511
ISMex33	IS3	Methylobacterium extorquens	1318
ISMex37	IS3	Methylobacterium extorquens	1510
ISMex5	IS3	Methylobacterium extorquens	1283
ISMex7	IS3	Methylobacterium extorquens	1285
ISMi1	IS3	Mycoplasma incognitus	1405
ISMlo4	IS3	Mesorhizobium loti	1239
ISMlu7	IS30	Micrococcus luteus	1505
ISMmy2	IS3	Mycoplasma mycoides	1374
ISMmy3	IS3	Mycoplasma mycoides	1442
ISMno31	IS3	Methylobacterium nodulans	1510
ISMpe1	IS3	Methylibium petroleiphilum	1295
ISMra1	IS3	Methylobacterium radiotolerans	1210
ISMra4	IS3	Methylobacterium radiotolerans	1237
ISMsi2	IS3	Methylocella silvestris	1332
ISMsi3	IS3	Methylocella silvestris	1107
ISMsi4	IS3	Methylocella silvestris	1332
ISMsi5	IS3	Methylocella silvestris	1228
ISMsm1	IS3	Mycobacterium smegmatis	1345
ISMsm7	IS3	Mycobacterium smegmatis	1279
ISMsm8	IS30	Mycobacterium smegmatis	1457
ISMtsp18	IS3	Methylobacterium sp.	1341
ISMtsp4	IS30	Methylobacterium sp.	1455
ISMtsp5	IS3	Methylobacterium sp.	1347
ISMxa1	IS3	Myxococcus xanthus	1292
ISMxa2	IS3	Myxococcus xanthus	1244
ISMyma1	IS3	Mycobacterium marinum	1240
ISMyma10	IS3	Mycobacterium marinum	1352
ISMyma3	IS3	Mycobacterium marinum	1364
ISMyma8	IS3	Mycobacterium marinum	1247
ISMysp3	IS3	Mycobacterium sp.	1362
ISNeu4	IS3	Nitrosomonas europaea	1270
ISNg1	IS3	Neisseria gonorrhoeae	1447
ISNha4	IS3	Nitrobacter hamburgensis	1266
ISNieu2	IS3	Nitrosomonas eutropha	1265
ISNieu3	IS3	Nitrosomonas eutropha	1266
ISNisp1	IS3	Nitrobacter sp.	1208
ISNisp3	IS3	Nitrobacter sp.	1234
ISNmu1	IS3	Nitrosospira multiformis	1221
ISNmu2	IS3	Nitrosospira multiformis	1243
ISNmu3	IS3	Nitrosospira multiformis	1323
ISNoc1	IS3	Nitrosococcus oceani	1204
ISOba1	IS3	Oceanicola batsensis	1271
ISOba2	IS3	Oceanicola batsensis	1253
ISOgr1	IS3	Oceanicola granulosus	1255
ISOgr2	IS3	Oceanicola granulosus	1295
ISPa107	IS3	Pseudomonas aeruginosa	1241
ISPa121	IS3	Pseudomonas aeruginosa	1251
ISPa123	IS3	Pseudomonas aeruginosa	1203
ISPa126	IS3	Pseudomonas aeruginosa	1235
ISPa127	IS3	Pseudomonas aeruginosa	1236
ISPa133	IS3	Pseudomonas aeruginosa	1229
ISPa195	IS3	Pseudomonas aeruginosa	1190
ISPa20	IS3	Pseudomonas aeruginosa	1246
ISPa31	IS3	Pseudomonas aeruginosa	1671
ISPa32	IS3	Pseudomonas aeruginosa	1236
ISPa37	IS30	Pseudomonas aeruginosa	1454
ISPa39	IS3	Pseudomonas aeruginosa	1254
ISPa56	IS3	Pseudomonas aeruginosa	1359
ISPa57	IS3	Pseudomonas aeruginosa	1323
ISPa59	IS30	Pseudomonas aeruginosa	1113
ISPa74	IS3	Pseudomonas aeruginosa	1654
ISPa78	IS3	Pseudomonas aeruginosa	1245
ISPa79	IS3	Pseudomonas aeruginosa	1473
ISPa86	IS3	Pseudomonas aeruginosa	1221
ISPa91	IS3	Pseudomonas aeruginosa	1289
ISPa98	IS3	Pseudomonas aeruginosa	1251
ISPae1	IS3	Prosthecochloris aestuarii	1196
ISPam3	IS3	Paracoccus aminophilus	1197
ISPar1	IS3	Psychrobacter arcticus	1277
ISPar2	IS3	Psychrobacter arcticus	1189
ISPbe1	IS3	Paracoccus bengalensis	1200
ISPca2	IS3	Pelobacter carbinolicus	1218
ISPeat2	IS3	Pectobacterium atrosepticum	1244
ISPen2	IS3	Pseudomonas entomophila	1232
ISPfe1	IS3	Paracoccus ferrooxidans	1248
ISPfl2	IS30	Pseudomonas fluorescens	1081
ISPfr10	IS3	Propionibacterium freudenreichii	1247
ISPfr11	IS3	Propionibacterium freudenreichii	1315
ISPfr12	IS3	Propionibacterium freudenreichii	1350
ISPfr13	IS3	Propionibacterium freudenreichii	1383
ISPfr14	IS30	Propionibacterium freudenreichii	1490
ISPfr16	IS30	Propionibacterium freudenreichii	1234
ISPfr9	IS30	Propionibacterium freudenreichii	1484
ISPg5	IS3	Porphyromonas gingivalis	1512
ISPin2	IS3	Psychromonas ingrahamii	1262
ISPin3	IS3	Psychromonas ingrahamii	1215
ISPko4	IS3	Paracoccus kondratievae	1524
ISPlge3	IS3	Pluralibacter gergoviae	1442
ISPlsp1	IS3	Polynucleobacter sp.	1446
ISPlu1	IS30	Photorhabdus luminescens	1077
ISPmar2	IS3	Paracoccus marcusii	1269
ISPmi1	IS3	Proteus mirabilis	1306
ISPmi2	IS3	Proteus mirabilis	1592
ISPmo3	IS3	Pseudomonas monteilii	1250
ISPosp5	IS3	Polaromonas sp.	1262
ISPp1	IS30	Pediococcus pentosaceus	1039
ISPpr7	IS3	Photobacterium profundum	1665
ISPpu17	IS30	Pseudomonas putida	1066
ISPpu22	IS3	Pseudomonas putida	1232
ISPpu29	IS3	Pseudomonas putida	1425
ISPpu33	IS3	Pseudomonas putida	1306
ISPpu4	IS3	Pseudomonas putida	1663
ISPpy1	IS3	Psychrobacter maritimus	1275
ISPrre1	IS3	Providencia rettgeri	1249
ISPsme1	IS30	Pseudomonas mendocina	1064
ISPsp4	IS30	Pseudomonas sp.	1084
ISPsp7	IS30	Pseudomonas sp.	1113
ISPsp8	IS30	Pseudomonas sp.	1113
ISPssp1	IS3	Psychrobacter sp.	1276
ISPst1	IS30	Pseudomonas stutzeri	1113
ISPst10	IS30	Pseudomonas stutzeri	1113
ISPst4	IS3	Pseudomonas stutzeri	1312
ISPsy11	IS3	Pseudomonas syringae	1313
ISPsy12	IS3	Pseudomonas syringae	NA
ISPsy13	IS3	Pseudomonas syringae	1232
ISPsy24	IS3	Pseudomonas syringae	1235
ISPsy28	IS3	Pseudomonas syringae	1292
ISPsy29	IS3	Pseudomonas syringae	1231
ISPsy31	IS3	Pseudomonas syringae	1667
ISPsy37	IS3	Pseudomonas syringae	1215
ISPsy38	IS30	Pseudomonas syringae	1100
ISPsy8	IS3	Pseudomonas syringae	1432
ISPsy9	IS3	Pseudomonas syringae	1452
ISPto4	IS3	Psychroflexus torquis	1253
ISPye13	IS3	Paracoccus yeei	1231
ISPye3	IS3	Paracoccus yeei	1270
ISPye34	IS3	Paracoccus yeei	1271
ISPye36	IS3	Paracoccus yeei	1217
ISPye42	IS3	Paracoccus yeei	1242
ISPye5	IS3	Paracoccus yeei	1197
ISPye52	IS3	Paracoccus yeei	1323
ISPye54	IS30	Paracoccus yeei	1112
ISPye57	IS3	Paracoccus yeei	1271
ISPye6	IS3	Paracoccus yeei	1217
ISR1	IS3	Rhizobium lupini	1259
ISRaq1	IS3	Rahnella aquatilis	1221
ISRasp1	IS3	Ralstonia sp.	1275
ISRba6	IS3	Rhodopirellula baltica	1309
ISRde1	IS3	Roseobacter denitrificans	1238
ISRde2	IS3	Roseobacter denitrificans	1203
ISRde3	IS3	Roseobacter denitrificans	908
ISRel21	IS3	Rhizobium etli	1200
ISRgn1	IS3	Ruminococcus gnavus	1278
ISRhba2	IS3	Rhodobacterales bacterium	1231
ISRhf1	IS3	Rhodococcus fascians	1300
ISRhosp1	IS3	Rhodococcus sp.	1321
ISRhosp5	IS3	Rhodococcus sp.	1335
ISRhsp2	IS3	Rhodobacter sphaeroides	1295
ISRj2	IS3	Bradyrhizobium japonicum	1364
ISRle2	IS30	Rhizobium leguminosarum	1116
ISRle4	IS3	Rhizobium leguminosarum	1272
ISRle5	IS3	Rhizobium leguminosarum	1196
ISRm1	IS3	Rhizobium meliloti	1319
ISRm6	IS3	Rhizobium meliloti	1261
ISRm7	IS3	Rhizobium meliloti	912
ISRme10	IS30	Ralstonia metallidurans	1529
ISRme12	IS3	Ralstonia metallidurans	1454
ISRme13	IS3	Ralstonia metallidurans	1288
ISRme15	IS3	Ralstonia metallidurans	1325
ISRosp1	IS3	Roseobacter sp.	1231
ISRosp2	IS3	Roseobacter sp.	1254
ISRosp5	IS3	Roseobacter sp.	1217
ISRpa2	IS3	Rhodopseudomonas palustris	1265
ISRru1	IS3	Rhodococcus ruber	1345
ISRso10	IS3	Ralstonia solanacearum	1335
ISRso11	IS3	Ralstonia solanacearum	1449
ISRso12	IS3	Ralstonia solanacearum	1225
ISRso14	IS3	Ralstonia solanacearum	1234
ISRso16	IS3	Ralstonia solanacearum	1238
ISRso20	IS3	Ralstonia solanacearum	1287
ISRso8	IS3	Ralstonia solanacearum	1287
ISRssp1	IS3	Roseovarius sp.	1253
ISRssp4	IS30	Roseovarius sp.	1110
